global_idx,split,file,file_line_num,offset,duration,cs_type
41,n/a,maria1,64,129.9,1.4279999999999973,n/a
42,n/a,maria1,66,131.945,0.9399999999999977,n/a
43,test,maria1,67,132.469,8.111999999999995,cs
44,n/a,maria1,68,140.569,0.9870000000000232,n/a
45,n/a,maria1,69,141.475,0.592000000000013,n/a
46,test,maria1,70,141.951,4.842000000000013,cs
47,n/a,maria1,72,149.623,1.4800000000000182,n/a
48,test,maria1,74,153.658,1.8050000000000068,mono
49,test,maria1,76,155.629,2.8329999999999984,cs
50,n/a,maria1,77,158.487,4.039999999999992,n/a
51,n/a,maria1,78,162.533,1.1440000000000055,n/a
52,n/a,maria1,79,163.665,1.747000000000014,n/a
53,test,maria1,81,166.525,2.3290000000000077,mono
54,test,maria1,83,168.761,0.8940000000000055,mono
55,test,maria1,85,169.632,1.195999999999998,cs
56,n/a,maria1,86,171.059,1.0500000000000114,n/a
57,test,maria1,88,173.986,1.7180000000000177,mono
58,test,maria1,90,176.316,3.7379999999999995,mono
59,n/a,maria1,92,181.647,1.3190000000000168,n/a
60,n/a,maria1,93,182.885,1.1430000000000007,n/a
61,test,maria1,95,185.808,0.3370000000000175,mono
62,train,maria1,97,189.434,2.408999999999992,mono
63,train,maria1,98,191.835,0.789999999999992,mono
64,train,maria1,100,193.124,2.0660000000000025,mono
65,train,maria1,103,202.398,1.2870000000000061,mono
66,n/a,maria1,105,208.143,0.7779999999999916,n/a
67,test,maria1,106,208.995,1.0509999999999877,mono
68,train,maria1,108,211.641,2.0200000000000102,mono
69,test,maria1,109,213.575,1.6779999999999973,mono
70,train,maria1,110,215.224,1.1000000000000227,mono
71,train,maria1,111,216.306,1.1259999999999764,mono
72,test,maria1,113,217.893,2.9139999999999873,mono
73,test,maria1,115,220.837,2.038000000000011,mono
74,train,maria1,117,224.229,1.0039999999999907,mono
75,test,maria1,118,225.769,0.6500000000000057,cs
76,n/a,maria1,119,226.425,1.2769999999999868,n/a
77,test,maria1,121,230.433,0.41200000000000614,mono
78,train,maria1,123,232.266,1.1479999999999961,mono
79,test,maria1,125,237.421,0.6620000000000061,mono
80,test,maria1,127,242.085,1.4739999999999895,mono
81,n/a,maria1,131,250.749,1.4569999999999936,n/a
82,test,maria1,135,257.743,2.2520000000000095,mono
83,test,maria1,137,261.488,1.3530000000000086,mono
84,train,maria1,139,270.963,0.9110000000000014,mono
85,test,maria1,141,275.717,1.254000000000019,cs
86,n/a,maria1,144,281.046,0.492999999999995,n/a
87,n/a,maria1,146,283.334,1.2250000000000227,n/a
88,n/a,maria1,148,285.773,1.9089999999999918,n/a
89,train,maria1,149,287.555,2.106999999999971,mono
90,test,maria1,151,291.221,4.098000000000013,cs
91,test,maria1,153,297.99,1.0559999999999832,mono
92,test,maria1,154,299.035,1.061999999999955,cs
93,train,maria1,155,300.324,0.5279999999999632,mono
94,test,maria1,156,300.812,0.5339999999999918,mono
95,test,maria1,157,301.317,1.3700000000000045,mono
96,test,maria1,158,303.448,0.5049999999999955,mono
97,test,maria1,159,303.965,1.1200000000000045,mono
98,train,maria1,160,305.132,1.2649999999999864,mono
99,test,maria1,161,306.507,1.5090000000000146,mono
100,train,maria1,162,308.485,1.4099999999999682,mono
101,test,maria1,163,309.884,2.745999999999981,mono
102,test,maria1,164,312.737,0.8419999999999845,mono
103,test,maria1,165,313.532,1.6820000000000164,mono
104,test,maria1,166,315.181,0.9519999999999982,cs
105,train,maria1,167,316.115,1.1089999999999804,mono
106,test,maria1,168,317.107,1.5789999999999509,cs
107,train,maria1,170,319.488,0.9870000000000232,mono
108,train,maria1,172,321.371,1.1899999999999977,mono
109,test,maria1,174,329.78,1.4570000000000505,cs
110,train,maria1,175,332.124,0.6499999999999773,mono
111,test,maria1,176,332.757,2.0400000000000205,cs
112,train,maria1,177,334.756,2.0780000000000314,mono
113,test,maria1,178,336.846,1.1549999999999727,mono
114,test,maria1,179,337.908,0.5049999999999955,mono
115,test,maria1,180,338.297,1.1269999999999527,mono
116,test,maria1,181,340.188,2.8210000000000264,cs
117,train,maria1,182,343.235,0.3079999999999927,mono
118,train,maria1,183,343.543,1.009999999999991,mono
119,train,maria1,184,344.553,0.32499999999998863,mono
120,test,maria1,185,344.872,2.617999999999995,cs
121,test,maria1,187,347.895,1.504000000000019,cs
122,test,maria1,188,349.387,0.5980000000000132,mono
123,test,maria1,189,349.822,2.1189999999999714,cs
124,test,maria1,191,354.752,1.8290000000000077,cs
125,test,maria1,193,362.736,1.7649999999999864,mono
126,train,maria1,194,364.617,1.259999999999991,mono
127,train,maria1,196,369.457,2.1129999999999995,mono
128,test,maria1,197,371.755,3.3319999999999936,cs
129,n/a,maria1,199,375.084,1.5849999999999795,n/a
130,train,maria1,201,380.739,1.2310000000000514,mono
131,test,maria1,203,386.636,0.8990000000000009,mono
132,train,maria1,205,388.83,0.9230000000000018,mono
133,test,maria1,207,396.025,2.7630000000000337,cs
134,n/a,maria1,209,402.005,1.6480000000000246,n/a
135,n/a,maria1,211,414.644,0.3720000000000141,n/a
136,test,maria1,213,415.604,1.2080000000000268,mono
137,n/a,maria1,214,416.628,1.4110000000000014,n/a
138,train,maria1,216,419.346,1.6539999999999964,mono
139,test,maria1,217,420.994,1.8169999999999504,cs
140,test,maria1,218,423.458,2.512999999999977,cs
141,n/a,maria1,219,425.948,0.49900000000002365,n/a
142,test,maria1,220,426.447,0.9060000000000059,cs
143,n/a,maria1,221,427.604,1.0970000000000368,n/a
144,test,maria1,222,428.67,1.5319999999999823,mono
145,test,maria1,223,430.197,1.4449999999999932,cs
146,test,maria1,225,433.205,1.6949999999999932,cs
147,test,maria1,226,435.067,2.65300000000002,cs
148,train,maria1,227,437.703,1.684000000000026,mono
149,n/a,maria1,229,443.708,0.4409999999999741,n/a
150,n/a,maria1,230,444.181,1.1790000000000305,n/a
151,n/a,maria1,231,445.336,3.0120000000000005,n/a
152,n/a,maria1,232,448.337,1.0439999999999827,n/a
153,n/a,maria1,234,449.843,3.6920000000000073,n/a
154,test,maria1,235,454.122,4.040999999999997,mono
155,n/a,maria1,236,458.422,4.42999999999995,n/a
156,n/a,maria1,238,462.954,1.5849999999999795,n/a
157,n/a,maria1,240,465.007,6.586000000000013,n/a
158,n/a,maria1,242,472.133,0.7139999999999986,n/a
159,n/a,maria1,243,472.86,3.048000000000002,n/a
160,n/a,maria1,245,476.026,2.4499999999999886,n/a
161,n/a,maria1,247,479.949,3.0299999999999727,n/a
162,test,maria1,249,483.595,2.9669999999999845,cs
163,n/a,maria1,250,486.863,2.2409999999999854,n/a
164,n/a,maria1,251,488.965,0.7370000000000232,n/a
165,n/a,maria1,252,489.75,1.5149999999999864,n/a
166,n/a,maria1,254,491.49,0.3720000000000141,n/a
167,n/a,maria1,255,491.832,1.0860000000000127,n/a
168,n/a,maria1,257,493.144,0.8940000000000055,n/a
169,n/a,maria1,258,493.945,0.6100000000000136,n/a
170,test,maria1,260,495.43,2.0079999999999814,cs
171,n/a,maria1,261,497.45,0.8940000000000055,n/a
172,n/a,maria1,262,498.409,1.8000000000000114,n/a
173,n/a,maria1,264,500.853,2.8670000000000186,n/a
174,n/a,maria1,265,503.714,0.7320000000000277,n/a
175,n/a,maria1,266,504.501,0.7259999999999991,n/a
176,n/a,maria1,267,505.558,1.4979999999999905,n/a
177,n/a,maria1,268,507.043,0.5749999999999886,n/a
178,n/a,maria1,269,507.719,0.9630000000000223,n/a
179,n/a,maria1,271,510.643,0.48799999999999955,n/a
180,n/a,maria1,273,512.74,1.4279999999999973,n/a
181,n/a,maria1,274,514.499,0.9979999999999336,n/a
182,n/a,maria1,276,515.498,4.923000000000002,n/a
183,train,maria1,277,520.42,1.4160000000000537,mono
184,test,maria1,281,524.366,0.66700000000003,mono
185,test,maria1,282,525.019,2.4500000000000455,cs
186,train,maria1,283,528.793,1.5960000000000036,mono
187,test,maria1,284,530.403,2.427000000000021,cs
188,test,maria1,285,532.818,0.6159999999999854,mono
189,train,maria1,286,533.502,0.44800000000009277,mono
190,test,maria1,287,533.847,2.508000000000038,cs
191,test,maria1,288,536.349,0.5629999999999882,mono
192,test,maria1,289,536.891,2.897000000000048,cs
193,n/a,maria1,290,539.773,1.73599999999999,n/a
194,n/a,maria1,291,541.492,0.2839999999999918,n/a
195,n/a,maria1,292,541.759,0.7719999999999345,n/a
196,n/a,maria1,293,542.519,1.3410000000000082,n/a
197,n/a,maria1,294,543.983,0.27899999999999636,n/a
198,train,maria1,296,544.976,0.5860000000000127,mono
199,n/a,maria1,297,545.542,2.2930000000000064,n/a
200,n/a,maria1,299,547.759,0.92999999999995,n/a
201,n/a,maria1,301,550.123,0.39999999999997726,n/a
202,n/a,maria1,302,550.506,1.0620000000000118,n/a
203,test,maria1,304,551.969,1.5089999999999009,cs
204,n/a,maria1,305,553.446,0.6029999999999518,n/a
205,n/a,maria1,306,553.974,0.38900000000001,n/a
206,n/a,maria1,307,554.346,1.288000000000011,n/a
207,n/a,maria1,309,557.22,3.4429999999999836,n/a
208,n/a,maria1,311,563.101,2.9189999999999827,n/a
209,n/a,maria1,314,582.257,0.8880000000000337,n/a
210,n/a,maria1,316,584.241,0.5510000000000446,n/a
211,test,maria1,318,585.981,2.9890000000000327,cs
212,test,maria1,319,589.905,3.0710000000000264,cs
213,train,maria1,321,597.462,1.649000000000001,mono
214,n/a,maria1,323,603.162,0.49899999999990996,n/a
215,test,maria1,325,606.808,1.3179999999999836,mono
216,n/a,maria1,327,617.517,1.0679999999999836,n/a
217,n/a,maria1,329,619.334,0.3830000000000382,n/a
218,n/a,maria1,331,623.762,0.4760000000001128,n/a
219,n/a,maria1,333,638.351,1.080000000000041,n/a
220,n/a,maria1,335,640.079,1.080000000000041,n/a
221,train,maria1,337,643.015,0.91700000000003,mono
222,n/a,maria1,338,643.967,1.9510000000000218,n/a
223,n/a,maria1,339,646.046,1.5089999999999009,n/a
224,n/a,maria1,340,647.549,1.1440000000000055,n/a
225,n/a,maria1,341,648.693,0.9809999999999945,n/a
226,test,maria1,343,662.205,1.3529999999999518,cs
227,n/a,maria1,345,664.676,1.788000000000011,n/a
228,n/a,maria1,346,666.395,1.108000000000061,n/a
229,n/a,maria1,347,668.125,0.8300000000000409,n/a
230,test,maria1,349,684.76,1.0620000000000118,mono
231,n/a,maria1,351,723.482,0.7490000000000236,n/a
232,n/a,maria1,353,734.94,0.39399999999989177,n/a
233,n/a,maria1,355,740.796,0.56899999999996,n/a
234,n/a,maria1,357,767.482,1.6310000000000855,n/a
235,n/a,maria1,359,785.887,0.9410000000000309,n/a
236,test,maria1,361,787.23,1.2049999999999272,mono
237,n/a,maria1,363,801.946,1.5319999999999254,n/a
238,test,maria1,364,803.571,1.877999999999929,cs
239,test,maria1,366,806.296,1.4969999999999573,cs
240,test,maria1,368,812.434,2.620999999999981,cs
241,train,maria1,369,815.756,1.774000000000001,mono
242,n/a,maria1,371,821.795,2.5020000000000664,n/a
243,n/a,maria1,373,840.828,0.5690000000000737,n/a
244,test,maria1,374,841.366,2.397000000000048,cs
245,n/a,maria1,376,847.905,0.38900000000001,n/a
246,n/a,maria1,377,848.517,0.32200000000000273,n/a
247,test,maria1,378,848.836,2.72199999999998,cs
248,test,maria1,380,854.085,3.27800000000002,cs
249,n/a,maria1,382,859.664,0.7609999999999673,n/a
250,n/a,maria1,383,860.455,0.7599999999999909,n/a
251,n/a,maria1,386,894.26,0.4640000000000555,n/a
252,test,zeledon5,0,0.023,3.506,mono
253,test,zeledon5,1,3.005,3.442,mono
254,train,zeledon5,2,6.887,0.7310000000000008,mono
255,train,zeledon5,3,7.044,1.282000000000001,mono
256,train,zeledon5,4,8.326,6.26,mono
257,test,zeledon5,5,14.558,3.303000000000001,mono
258,test,zeledon5,6,17.858,1.184000000000001,mono
259,test,zeledon5,7,19.019,1.6660000000000004,mono
260,test,zeledon5,8,20.51,1.730999999999998,mono
261,test,zeledon5,9,22.207,2.187999999999999,mono
262,test,zeledon5,10,24.215,1.370000000000001,mono
263,n/a,zeledon5,11,25.585,1.0279999999999987,n/a
264,n/a,zeledon5,12,26.602,2.09,n/a
265,test,zeledon5,13,28.518,2.6720000000000006,cs
266,n/a,zeledon5,14,31.138,0.4349999999999987,n/a
267,test,zeledon5,15,31.631,1.0799999999999983,mono
268,test,zeledon5,16,32.711,11.108000000000004,cs
269,n/a,zeledon5,17,41.584,0.46399999999999864,n/a
270,test,zeledon5,18,43.834,0.695999999999998,mono
271,train,zeledon5,19,44.347,6.1939999999999955,mono
272,test,zeledon5,20,50.515,5.496000000000002,cs
273,train,zeledon5,21,55.97,0.6859999999999999,mono
274,test,zeledon5,22,56.646,4.231000000000002,mono
275,test,zeledon5,23,60.896,4.091999999999999,mono
276,test,zeledon5,24,64.953,2.206000000000003,cs
277,test,zeledon5,25,66.094,1.190000000000012,mono
278,test,zeledon5,26,67.122,1.769999999999996,mono
279,n/a,zeledon5,27,68.846,0.7079999999999984,n/a
280,test,zeledon5,28,69.421,1.9669999999999987,mono
281,train,zeledon5,29,71.374,1.7480000000000047,mono
282,test,zeledon5,30,73.044,1.9789999999999992,mono
283,test,zeledon5,31,74.663,3.0630000000000024,mono
284,test,zeledon5,32,77.726,3.3200000000000074,mono
285,test,zeledon5,33,81.052,0.5049999999999955,mono
286,train,zeledon5,34,81.556,1.5030000000000001,mono
287,test,zeledon5,35,83.24,5.64200000000001,mono
288,test,zeledon5,36,88.866,13.619,mono
289,test,zeledon5,37,102.185,5.0390000000000015,mono
290,test,zeledon5,38,106.318,1.1899999999999977,mono
291,train,zeledon5,39,107.525,3.9919999999999902,mono
292,train,zeledon5,40,111.506,5.004000000000005,mono
293,train,zeledon5,41,113.577,0.953000000000003,mono
294,train,zeledon5,42,116.602,0.7779999999999916,mono
295,test,zeledon5,43,116.688,2.337999999999994,mono
296,test,zeledon5,44,118.755,11.248999999999995,cs
297,test,zeledon5,45,128.61,1.3409999999999798,mono
298,test,zeledon5,46,129.962,1.0360000000000014,mono
299,test,zeledon5,47,130.027,2.8450000000000273,mono
300,train,zeledon5,48,132.854,1.938999999999993,mono
301,train,zeledon5,49,134.421,0.8540000000000134,mono
302,test,zeledon5,50,135.266,2.723000000000013,mono
303,test,zeledon5,51,137.983,2.164999999999992,mono
304,train,zeledon5,52,140.095,2.617999999999995,mono
305,train,zeledon5,53,142.251,0.8590000000000089,mono
306,train,zeledon5,54,143.082,5.3160000000000025,mono
307,test,zeledon5,55,148.214,5.884999999999991,cs
308,n/a,zeledon5,56,154.504,1.3300000000000125,n/a
309,test,zeledon5,57,155.88,1.115000000000009,mono
310,test,zeledon5,58,156.977,0.7369999999999948,cs
311,test,zeledon5,59,157.581,1.0330000000000155,cs
312,n/a,zeledon5,60,158.568,0.4519999999999982,n/a
313,train,zeledon5,61,158.851,0.882000000000005,mono
314,train,zeledon5,62,159.728,1.0629999999999882,mono
315,test,zeledon5,63,160.816,0.4590000000000032,mono
316,n/a,zeledon5,64,161.275,2.5360000000000014,n/a
317,n/a,zeledon5,65,163.601,1.9159999999999968,n/a
318,train,zeledon5,66,164.215,1.2889999999999873,mono
319,train,zeledon5,67,165.504,2.548000000000002,mono
320,n/a,zeledon5,68,168.026,2.7109999999999843,n/a
321,train,zeledon5,69,169.327,2.966000000000008,mono
322,test,zeledon5,70,171.062,1.9679999999999893,mono
323,n/a,zeledon5,71,172.937,2.0839999999999748,n/a
324,test,zeledon5,72,175.004,3.5090000000000146,cs
325,test,zeledon5,73,178.513,2.147999999999996,cs
326,train,zeledon5,74,180.646,2.548000000000002,mono
327,test,zeledon5,75,181.458,1.5330000000000155,mono
328,train,zeledon5,76,183.09,5.119,mono
329,train,zeledon5,77,188.203,5.038999999999987,mono
330,test,zeledon5,78,189.213,0.6680000000000064,mono
331,train,zeledon5,79,191.222,2.1569999999999823,mono
332,train,zeledon5,80,193.372,2.048999999999978,mono
333,test,zeledon5,81,195.415,2.8910000000000196,mono
334,test,zeledon5,82,198.24,1.4799999999999898,mono
335,train,zeledon5,83,199.569,3.7960000000000207,mono
336,train,zeledon5,84,203.387,0.782999999999987,mono
337,test,zeledon5,85,204.193,1.8589999999999804,mono
338,test,zeledon5,87,206.33,2.6359999999999957,mono
339,train,zeledon5,88,208.938,0.4350000000000023,mono
340,train,zeledon5,89,209.414,6.847000000000008,mono
341,test,zeledon5,90,216.239,1.468999999999994,mono
342,train,zeledon5,91,217.691,1.358000000000004,mono
343,test,zeledon5,92,219.049,3.8079999999999927,mono
344,train,zeledon5,93,222.859,11.802999999999997,mono
345,n/a,zeledon5,94,230.464,0.6330000000000098,n/a
346,test,zeledon5,95,235.499,2.2050000000000125,mono
347,train,zeledon5,96,237.681,5.364999999999981,mono
348,train,zeledon5,97,243.032,3.0999999999999943,mono
349,n/a,zeledon5,98,246.091,0.5459999999999923,n/a
350,test,zeledon5,99,246.619,1.6430000000000007,mono
351,train,zeledon5,100,248.227,1.149000000000001,mono
352,test,zeledon5,101,248.227,4.783999999999992,mono
353,test,zeledon5,102,252.99,1.0629999999999882,mono
354,train,zeledon5,103,253.379,2.084000000000003,mono
355,test,zeledon5,104,255.828,3.169000000000011,cs
356,n/a,zeledon5,105,258.962,0.5400000000000205,n/a
357,test,zeledon5,106,259.494,3.569999999999993,mono
358,train,zeledon5,107,263.052,0.6560000000000059,mono
359,test,zeledon5,108,263.693,2.4499999999999886,mono
360,test,zeledon5,109,264.465,0.49300000000005184,mono
361,test,zeledon5,110,266.021,0.8530000000000086,mono
362,test,zeledon5,111,266.425,3.975999999999999,mono
363,test,zeledon5,112,270.314,1.8689999999999714,mono
364,n/a,zeledon5,113,272.141,1.0159999999999627,n/a
365,train,zeledon5,114,273.139,4.521999999999991,mono
366,test,zeledon5,115,277.976,0.9979999999999905,mono
367,test,zeledon5,116,277.978,4.84499999999997,mono
368,test,zeledon5,117,283.329,5.514999999999986,cs
369,test,zeledon5,118,287.822,2.805999999999983,mono
370,test,zeledon5,119,290.595,1.3409999999999513,mono
371,test,zeledon5,120,290.769,0.7959999999999923,mono
372,test,zeledon5,121,291.919,2.879000000000019,cs
373,test,zeledon5,122,294.782,1.4739999999999895,mono
374,train,zeledon5,123,296.043,4.668000000000006,mono
375,test,zeledon5,124,300.703,3.882000000000005,mono
376,test,zeledon5,126,305.403,2.6119999999999663,mono
377,train,zeledon5,127,308.04,3.186999999999955,mono
378,train,zeledon5,128,311.204,1.5559999999999832,mono
379,test,zeledon5,129,311.46,0.563000000000045,mono
380,test,zeledon5,130,312.37,2.507000000000005,mono
381,test,zeledon5,131,314.407,1.7180000000000177,mono
382,test,zeledon5,133,316.107,3.3489999999999895,mono
383,n/a,zeledon5,134,319.449,1.0159999999999627,n/a
384,train,zeledon5,135,320.558,2.5540000000000305,mono
385,train,zeledon5,136,323.031,2.1999999999999886,mono
386,train,zeledon5,137,325.212,3.643000000000029,mono
387,test,zeledon5,138,329.041,4.120999999999981,mono
388,train,zeledon5,139,332.013,2.188000000000045,mono
389,train,zeledon5,140,334.033,1.589999999999975,mono
390,test,zeledon5,141,335.74,3.8430000000000177,mono
391,train,zeledon5,142,339.582,1.6759999999999877,mono
392,train,zeledon5,143,341.252,1.9739999999999895,mono
393,test,zeledon5,144,344.158,2.0089999999999577,mono
394,train,zeledon5,145,345.732,3.6159999999999854,mono
395,test,zeledon5,146,348.69,3.459000000000003,mono
396,test,zeledon5,147,349.183,1.9159999999999968,mono
397,n/a,zeledon5,148,351.081,1.1899999999999977,n/a
398,test,zeledon5,149,352.121,0.9759999999999991,mono
399,test,zeledon5,150,353.085,8.814000000000021,cs
400,test,zeledon5,151,361.889,1.6659999999999968,cs
401,n/a,zeledon5,152,362.992,0.9519999999999982,n/a
402,n/a,zeledon5,153,364.005,2.136000000000024,n/a
403,n/a,zeledon5,154,365.885,1.434000000000026,n/a
404,test,zeledon5,155,367.278,0.3079999999999927,mono
405,test,zeledon5,156,367.563,10.256000000000029,cs
406,test,zeledon5,157,378.207,3.3140000000000214,mono
407,test,zeledon5,158,381.508,2.8100000000000023,mono
408,test,zeledon5,159,384.109,1.5850000000000364,mono
409,n/a,zeledon5,160,385.569,0.6560000000000059,n/a
410,test,zeledon5,161,386.214,2.2889999999999873,mono
411,n/a,zeledon5,162,387.429,1.9680000000000177,n/a
412,n/a,zeledon5,163,389.205,3.1930000000000405,n/a
413,n/a,zeledon5,164,392.018,4.017000000000053,n/a
414,n/a,zeledon5,165,395.019,3.9209999999999923,n/a
415,n/a,zeledon5,166,399.211,1.9099999999999682,n/a
416,n/a,zeledon5,167,400.925,2.867999999999995,n/a
417,n/a,zeledon5,168,403.764,1.4069999999999823,n/a
418,n/a,zeledon5,169,404.651,3.1469999999999914,n/a
419,test,zeledon5,170,407.796,3.8380000000000223,cs
420,n/a,zeledon5,171,411.616,1.782000000000039,n/a
421,n/a,zeledon5,172,413.27,1.4230000000000018,n/a
422,n/a,zeledon5,173,413.549,1.05600000000004,n/a
423,test,zeledon5,174,414.663,3.326999999999998,mono
424,n/a,zeledon5,175,417.994,3.9329999999999927,n/a
425,n/a,zeledon5,176,421.939,1.1549999999999727,n/a
426,n/a,zeledon5,177,423.073,3.3010000000000446,n/a
427,test,zeledon5,178,426.362,1.950999999999965,cs
428,train,zeledon5,179,428.162,0.5460000000000491,mono
429,test,zeledon5,180,428.646,1.7589999999999577,mono
430,n/a,zeledon5,181,430.041,1.136000000000024,n/a
431,test,zeledon5,182,430.106,1.5439999999999827,cs
432,n/a,zeledon5,183,431.633,3.8660000000000423,n/a
433,n/a,zeledon5,184,435.602,1.6020000000000323,n/a
434,test,zeledon5,185,436.913,3.709000000000003,cs
435,n/a,zeledon5,186,439.989,1.3410000000000082,n/a
436,n/a,zeledon5,187,441.33,2.4150000000000205,n/a
437,train,zeledon5,188,443.722,0.5110000000000241,mono
438,n/a,zeledon5,189,444.221,2.2520000000000095,n/a
439,n/a,zeledon5,190,446.451,0.9519999999999982,n/a
440,n/a,zeledon5,191,447.409,1.6310000000000286,n/a
441,n/a,zeledon5,192,448.978,2.298999999999978,n/a
442,n/a,zeledon5,193,451.254,2.61099999999999,n/a
443,n/a,zeledon5,194,453.25,1.1200000000000045,n/a
444,n/a,zeledon5,195,454.222,2.0440000000000396,n/a
445,n/a,zeledon5,196,455.424,0.6680000000000064,n/a
446,n/a,zeledon5,197,456.288,1.4219999999999686,n/a
447,n/a,zeledon5,198,457.575,3.083000000000027,n/a
448,n/a,zeledon5,199,460.65,0.6040000000000418,n/a
449,n/a,zeledon5,200,460.877,2.152999999999963,n/a
450,n/a,zeledon5,201,462.973,2.021000000000015,n/a
451,n/a,zeledon5,202,463.554,0.424000000000035,n/a
452,n/a,zeledon5,203,464.931,4.052000000000021,n/a
453,n/a,zeledon5,204,468.534,2.049000000000035,n/a
454,test,zeledon5,205,470.554,0.674000000000035,mono
455,n/a,zeledon5,206,471.095,5.436999999999955,n/a
456,n/a,zeledon5,207,476.54,2.336999999999989,n/a
457,n/a,zeledon5,208,478.853,0.9169999999999732,n/a
458,test,zeledon5,209,479.764,1.6259999999999764,cs
459,test,zeledon5,210,481.367,3.540999999999997,cs
460,n/a,zeledon5,211,484.894,1.009999999999991,n/a
461,n/a,zeledon5,212,485.138,0.7259999999999991,n/a
462,n/a,zeledon5,213,486.026,2.01400000000001,n/a
463,test,zeledon5,214,488.018,3.57000000000005,cs
464,train,zeledon5,215,491.584,2.1829999999999927,mono
465,test,zeledon5,216,493.715,9.479000000000042,cs
466,test,zeledon5,217,503.167,2.4850000000000136,cs
467,n/a,zeledon5,218,504.839,7.381000000000029,n/a
468,train,zeledon5,219,511.14,3.855000000000018,mono
469,n/a,zeledon5,220,515.272,1.0519999999999072,n/a
470,train,zeledon5,221,515.273,0.9750000000000227,mono
471,test,zeledon5,222,516.087,2.298999999999978,cs
472,test,zeledon5,223,517.869,0.8249999999999318,mono
473,test,zeledon5,224,518.558,7.323999999999955,cs
474,test,zeledon5,225,527.243,2.8729999999999336,cs
475,test,zeledon5,226,530.116,2.6090000000000373,mono
476,n/a,zeledon5,227,532.23,3.8600000000000136,n/a
477,n/a,zeledon5,228,535.795,1.3880000000000337,n/a
478,n/a,zeledon5,229,536.556,0.6789999999999736,n/a
479,n/a,zeledon5,230,537.281,4.597000000000094,n/a
480,n/a,zeledon5,231,541.853,2.241000000000099,n/a
481,n/a,zeledon5,232,544.059,0.6970000000000027,n/a
482,n/a,zeledon5,233,544.738,2.159999999999968,n/a
483,test,zeledon5,234,546.883,3.7329999999999472,cs
484,n/a,zeledon5,235,550.449,3.941000000000031,n/a
485,n/a,zeledon5,236,554.347,1.080000000000041,n/a
486,test,zeledon5,237,555.415,1.9800000000000182,cs
487,n/a,zeledon5,238,557.382,1.8400000000000318,n/a
488,test,zeledon5,239,559.065,3.836999999999989,cs
489,n/a,zeledon5,240,559.228,0.8120000000000118,n/a
490,train,zeledon5,241,562.902,2.8909999999999627,mono
491,test,zeledon5,242,565.767,6.7859999999999445,cs
492,test,zeledon5,243,574.406,3.699000000000069,mono
493,n/a,zeledon5,244,578.857,3.146000000000072,n/a
494,n/a,zeledon5,245,582.007,1.927000000000021,n/a
495,n/a,zeledon5,246,583.911,0.6560000000000628,n/a
496,train,zeledon5,248,585.238,3.0239999999998872,mono
497,test,zeledon5,249,588.096,6.562000000000012,mono
498,n/a,zeledon5,250,594.147,0.7369999999999663,n/a
499,test,zeledon5,251,594.878,3.1399999999999864,mono
500,train,zeledon5,252,597.795,2.7000000000000455,mono
501,test,zeledon5,253,600.5,0.9120000000000346,mono
